,Company,WebSite,Price,Rating,Cluster_Id
269,74,0,26.99,5.0,2
270,29,0,18.99,4.5,2
271,191,0,19.99,5.0,2
272,58,0,12.99,5.0,2
273,191,0,24.99,5.0,2
274,134,0,22.99,4.5,2
275,134,0,22.99,4.5,2
276,19,0,15.49,4.5,2
277,75,0,15.49,4.5,2
278,19,0,14.99,4.5,2
279,189,0,12.99,4.5,2
280,191,0,19.99,4.5,2
281,154,0,26.99,4.0,2
282,121,0,27.99,4.0,2
283,61,0,17.99,4.0,2
284,29,0,9.99,4.0,2
285,64,0,15.99,4.0,2
286,191,0,11.99,4.0,2
287,191,0,13.49,2.5,2
288,3,0,29.99,4.5,2
289,3,0,21.99,3.5,2
290,149,0,20.99,4.5,2
291,116,0,29.99,4.5,2
292,154,0,12.99,3.5,2
293,134,0,31.83,4.0,2
294,121,0,52.49,4.5,3
295,149,0,29.99,5.0,2
296,112,0,27.99,4.0,2
297,191,0,9.99,5.0,2
298,156,0,16.99,5.0,2
299,97,0,11.99,5.0,2
300,64,0,19.99,5.0,2
301,97,0,11.49,5.0,2
302,75,0,14.99,4.5,2
303,19,0,21.82,4.5,2
304,121,0,36.99,4.5,2
305,189,0,11.99,4.5,2
306,121,0,16.77,4.5,2
307,19,0,15.99,4.5,2
308,110,0,26.99,4.5,2
309,189,0,12.99,4.5,2
310,187,0,29.99,4.5,2
311,121,0,26.99,4.5,2
312,121,0,36.99,4.5,2
313,121,0,36.99,4.5,2
314,61,0,17.99,4.5,2
315,64,0,19.99,4.5,2
2115,191,0,13.99,4.0,2
2116,191,0,14.99,4.5,2
2117,191,0,15.99,4.5,2
2118,110,0,13.99,4.6,2
2119,110,0,13.99,4.5,2
2120,191,0,15.99,4.5,2
2121,191,0,11.49,4.0,2
2122,191,0,11.99,4.5,2
2123,19,0,11.99,4.5,2
2124,19,0,21.99,4.5,2
2125,110,0,26.99,4.5,2
2126,191,0,7.99,4.5,2
2127,113,0,12.99,4.5,2
2128,113,0,14.99,4.5,2
2129,191,0,15.99,4.0,2
2130,110,0,13.99,4.5,2
2131,19,0,11.99,4.5,2
2132,19,0,19.99,4.6,2
2133,185,0,15.99,4.5,2
2134,20,0,9.99,4.5,2
2135,134,0,13.49,4.5,2
2136,185,0,13.99,4.5,2
2137,185,0,15.99,4.5,2
2138,112,0,13.99,4.5,2
2139,51,0,7.99,4.5,2
2140,134,0,18.99,4.5,2
2141,134,0,18.99,4.5,2
2142,83,0,18.99,4.5,2
2143,130,0,15.99,4.5,2
2144,136,0,8.99,4.5,2
2145,134,0,11.99,4.5,2
2146,2,0,16.99,4.5,2
2147,112,0,29.99,4.5,2
2148,191,0,11.49,4.5,2
2149,185,0,15.99,4.5,2
2150,130,0,14.99,4.5,2
2151,136,0,13.49,4.5,2
2152,19,0,11.49,4.5,2
2153,134,0,11.99,4.5,2
2154,19,0,14.99,4.5,2
2155,191,0,13.99,4.5,2
2156,136,0,13.49,4.5,2
2157,134,0,11.99,4.0,2
2158,113,0,21.99,4.0,2
2159,173,0,15.99,4.5,2
2160,149,0,29.99,4.0,2
2161,135,0,17.99,4.5,2
2162,191,0,29.99,4.5,2
2163,3,0,12.99,4.5,2
2164,191,0,11.99,4.0,2
2165,191,0,19.99,4.5,2
2166,130,0,15.99,4.0,2
2167,191,0,7.99,4.5,2
2168,191,0,5.49,4.5,2
2169,116,0,12.99,4.5,2
2170,191,0,11.99,5.0,2
2171,191,0,13.99,5.0,2
2172,112,0,38.99,5.0,2
2173,191,0,19.99,5.0,2
2174,19,0,11.99,4.5,2
2175,19,0,14.99,4.5,2
2176,134,0,38.99,4.5,2
2177,19,0,19.99,4.5,2
2178,19,0,14.99,4.5,2
2179,191,0,13.99,4.0,2
2180,191,0,14.99,4.5,2
2181,191,0,15.99,4.5,2
2182,110,0,13.99,4.6,2
2183,110,0,13.99,4.5,2
2184,191,0,15.99,4.5,2
2185,191,0,11.49,4.0,2
2186,191,0,11.99,4.5,2
2187,19,0,11.99,4.5,2
2188,19,0,21.99,4.5,2
2189,110,0,26.99,4.5,2
2190,191,0,7.99,4.5,2
2191,113,0,12.99,4.5,2
2192,113,0,14.99,4.5,2
2193,191,0,15.99,4.0,2
2194,110,0,13.99,4.5,2
2195,19,0,11.99,4.5,2
2196,19,0,19.99,4.6,2
2197,185,0,15.99,4.5,2
2198,20,0,9.99,4.5,2
2199,134,0,13.49,4.5,2
2200,185,0,13.99,4.5,2
2201,185,0,15.99,4.5,2
2202,112,0,13.99,4.5,2
2203,51,0,7.99,4.5,2
2204,134,0,18.99,4.5,2
2205,134,0,18.99,4.5,2
2206,83,0,18.99,4.5,2
2207,130,0,15.99,4.5,2
2208,136,0,8.99,4.5,2
2209,134,0,11.99,4.5,2
2210,2,0,16.99,4.5,2
2211,112,0,29.99,4.5,2
2212,191,0,11.49,4.5,2
2213,185,0,15.99,4.5,2
2214,130,0,14.99,4.5,2
2215,136,0,13.49,4.5,2
2216,19,0,11.49,4.5,2
2217,134,0,11.99,4.5,2
2218,19,0,14.99,4.5,2
2219,191,0,13.99,4.5,2
2220,136,0,13.49,4.5,2
2221,134,0,11.99,4.0,2
2222,113,0,21.99,4.0,2
2223,173,0,15.99,4.5,2
2224,149,0,29.99,4.0,2
2225,135,0,17.99,4.5,2
2226,191,0,29.99,4.5,2
2227,3,0,12.99,4.5,2
2228,191,0,11.99,4.0,2
2229,191,0,19.99,4.5,2
2230,130,0,15.99,4.0,2
2231,191,0,7.99,4.5,2
2232,191,0,5.49,4.5,2
2233,116,0,12.99,4.5,2
2234,191,0,11.99,5.0,2
2235,191,0,13.99,5.0,2
2236,112,0,38.99,5.0,2
2237,191,0,19.99,5.0,2
2238,19,0,11.99,4.5,2
2239,19,0,14.99,4.5,2
2240,134,0,38.99,4.5,2
2241,19,0,19.99,4.5,2
2242,19,0,14.99,4.5,2
2243,100,0,11.99,4.5,2
2244,61,0,24.99,4.5,2
2245,191,0,11.99,4.5,2
2246,110,0,13.99,4.6,2
2247,191,0,14.99,4.5,2
2248,191,0,11.49,4.5,2
2249,191,0,13.99,4.5,2
2250,112,0,19.99,4.0,2
2251,112,0,22.99,4.0,2
2252,64,0,15.99,4.0,2
2253,19,0,14.99,4.0,2
2254,19,0,21.99,4.5,2
2255,139,0,29.99,4.0,2
2256,191,0,11.99,4.0,2
2257,7,0,39.99,4.5,2
2258,134,0,11.99,4.0,2
2259,19,0,19.99,4.6,2
2260,116,0,12.99,4.5,2
2261,191,0,11.99,5.0,2
2262,191,0,19.99,5.0,2
2263,19,0,22.99,4.5,2
2264,19,0,14.99,4.5,2
2265,191,0,18.99,4.5,2
2266,192,0,13.99,4.5,2
2267,19,0,19.99,4.0,2
2268,192,0,8.99,4.0,2
2269,134,0,13.49,4.0,2
2270,192,0,13.99,3.5,2
2271,3,0,29.99,4.5,2
2272,191,0,24.99,5.0,2
2273,28,0,14.99,4.5,2
2274,19,0,19.99,4.5,2
2275,116,0,19.99,4.5,2
2276,130,0,15.99,3.5,2
2277,59,0,34.99,3.0,2
2278,116,0,29.99,4.5,2
2279,134,0,11.99,5.0,2
2280,58,0,12.99,5.0,2
2281,64,0,15.99,5.0,2
2282,191,0,11.99,5.0,2
2283,185,0,15.99,4.5,2
2284,130,0,21.99,4.5,2
2285,120,0,17.99,4.5,2
2286,130,0,15.99,4.5,2
2287,191,0,12.99,4.5,2
2288,130,0,21.99,4.0,2
2289,110,0,31.99,4.0,2
2290,134,0,41.99,4.5,2
2291,191,0,10.99,4.5,2
2292,134,0,19.99,4.5,2
2293,191,0,15.99,4.5,2
2294,110,0,21.99,3.5,2
2295,124,0,39.99,5.0,2
2296,124,0,29.99,4.5,2
2297,201,0,8.79,4.5,2
2298,47,0,13.49,3.5,2
2299,201,0,13.49,4.5,2
2300,201,0,24.99,4.5,2
2301,53,0,49.99,3.5,2
2302,110,0,10.99,4.5,2
2303,110,0,12.89,4.5,2
2304,83,0,18.99,4.5,2
2305,51,0,7.99,3.5,2
2306,112,0,29.99,4.5,2
2307,63,0,11.99,4.5,2
2308,63,0,13.49,4.5,2
2309,110,0,26.49,4.5,2
2310,51,0,7.99,3.0,2
2311,136,0,8.99,4.5,2
2312,112,0,15.99,4.5,2
2313,112,0,15.99,4.5,2
2314,112,0,15.99,4.0,2
2315,112,0,15.99,4.0,2
2316,134,0,11.49,4.5,2
2317,51,0,7.99,3.5,2
2318,110,0,12.99,4.5,2
2319,110,0,23.99,4.5,2
2320,121,0,26.99,4.5,2
2321,148,0,18.99,4.5,2
2322,116,0,12.99,4.5,2
2323,112,0,15.49,4.5,2
2324,121,0,19.99,4.5,2
2325,121,0,19.99,4.5,2
2326,21,0,16.49,4.5,2
2327,112,0,15.99,4.5,2
2328,110,0,21.99,4.5,2
2329,19,0,12.99,4.5,2
2330,191,0,13.99,4.5,2
2331,112,0,19.99,4.5,2
2332,110,0,13.99,4.5,2
2333,185,0,15.99,4.5,2
2334,154,0,22.99,4.5,2
2335,134,0,26.99,4.5,2
2336,185,0,15.99,4.5,2
2337,154,0,15.99,4.5,2
2338,51,0,7.99,4.5,2
2339,121,0,59.99,4.5,3
2340,77,0,14.99,4.5,2
2341,148,0,14.99,4.5,2
2342,61,0,18.99,5.0,2
2343,116,0,9.99,4.0,2
2344,121,0,54.99,4.5,3
2345,197,0,11.99,3.5,2
2346,134,0,37.99,4.5,2
2347,31,0,23.99,4.5,2
2348,134,0,13.49,4.5,2
2349,19,0,14.99,4.5,2
2350,19,0,12.99,4.5,2
2351,187,0,29.99,4.0,2
2352,191,0,17.49,3.5,2
2353,191,0,15.99,1.5,2
2354,148,0,32.99,4.5,2
2355,113,0,9.49,4.0,2
2356,121,0,68.99,4.0,3
2357,112,0,9.99,4.5,2
2358,185,0,7.99,4.5,2
2359,121,0,41.99,4.5,2
2360,3,0,17.99,4.0,2
2361,3,0,16.99,4.0,2
2362,3,0,16.99,5.0,2
2363,121,0,46.49,4.5,2
2364,116,0,16.99,5.0,2
2365,201,0,17.99,4.0,2
2366,121,0,53.99,4.5,3
2367,121,0,46.49,4.5,2
2368,121,0,21.99,4.5,2
2369,116,0,21.33,4.0,2
2370,154,0,18.99,5.0,2
2371,116,0,16.49,3.5,2
2372,121,0,51.99,4.5,3
2373,148,0,29.99,4.0,2
2374,51,0,16.99,4.5,2
2375,116,0,11.99,4.5,2
2376,121,0,53.99,4.5,3
2377,3,0,14.99,4.5,2
2378,77,0,24.99,4.5,2
2379,74,0,9.99,4.5,2
2380,3,0,11.99,4.5,2
2381,74,0,26.99,5.0,2
2382,29,0,18.99,4.5,2
2383,191,0,19.99,5.0,2
2384,58,0,12.99,5.0,2
2385,191,0,24.99,5.0,2
2386,134,0,22.99,4.5,2
2387,134,0,22.99,4.5,2
2388,19,0,15.49,4.5,2
2389,75,0,15.49,4.5,2
2390,19,0,14.99,4.5,2
2391,189,0,12.99,4.5,2
2392,191,0,19.99,4.5,2
2393,154,0,26.99,4.0,2
2394,121,0,27.99,4.0,2
2395,61,0,17.99,4.0,2
2396,29,0,9.99,4.0,2
2397,64,0,15.99,4.0,2
2398,191,0,11.99,4.0,2
2399,191,0,13.49,2.5,2
2400,3,0,29.99,4.5,2
2401,3,0,21.99,3.5,2
2402,149,0,20.99,4.5,2
2403,116,0,29.99,4.5,2
2404,154,0,12.99,3.5,2
2405,134,0,31.83,4.0,2
2406,121,0,52.49,4.5,3
2407,149,0,29.99,5.0,2
2408,112,0,27.99,4.0,2
2409,191,0,9.99,5.0,2
2410,156,0,16.99,5.0,2
2411,97,0,11.99,5.0,2
2412,64,0,19.99,5.0,2
2413,97,0,11.49,5.0,2
2414,75,0,14.99,4.5,2
2415,19,0,21.82,4.5,2
2416,121,0,36.99,4.5,2
2417,189,0,11.99,4.5,2
2418,121,0,16.77,4.5,2
2419,19,0,15.99,4.5,2
2420,110,0,26.99,4.5,2
2421,189,0,12.99,4.5,2
2422,187,0,29.99,4.5,2
2423,121,0,26.99,4.5,2
2424,121,0,36.99,4.5,2
2425,121,0,36.99,4.5,2
2426,61,0,17.99,4.5,2
2427,64,0,19.99,4.5,2
4224,85,1,19.13,4.7,1
4225,16,1,12.0,4.7,1
4226,85,1,18.38,4.8,1
4227,0,1,12.01,4.7,1
4228,116,1,16.2,4.6,1
4229,116,1,18.0,4.6,1
4230,103,1,13.59,4.7,1
4231,85,1,18.38,4.8,1
4232,16,1,38.0,4.7,3
4233,0,1,10.7,4.6,1
4234,174,1,7.99,4.7,1
4235,85,1,10.69,4.7,1
4236,116,1,11.01,4.8,1
4237,155,1,48.99,4.7,3
4238,85,1,28.5,4.5,1
4239,155,1,22.99,4.8,1
4240,103,1,23.45,4.7,1
4241,34,1,18.36,4.5,1
4242,40,1,11.47,4.6,1
4243,106,1,36.15,4.8,3
4244,117,1,17.77,4.8,1
4245,137,1,22.64,4.7,1
4246,116,1,11.92,4.7,1
4247,16,1,12.0,4.6,1
4248,165,1,13.0,4.7,1
4249,165,1,19.0,4.8,1
4250,0,1,6.21,4.7,1
4251,168,1,43.19,4.5,3
4252,155,1,25.49,4.7,1
4253,69,1,8.0,4.4,1
4254,116,1,20.33,4.6,1
4255,85,1,9.94,4.8,1
4256,106,1,17.53,4.8,1
4257,116,1,11.01,4.8,1
4258,148,1,33.46,4.6,3
4259,137,1,14.48,4.9,1
4260,116,1,11.01,4.7,1
4261,0,1,8.01,4.7,1
4262,33,1,8.14,4.6,1
4263,80,1,34.99,4.4,3
4264,116,1,11.01,4.8,1
4265,6,1,14.99,4.7,1
4266,148,1,30.99,4.6,3
4267,85,1,19.13,4.7,1
4268,16,1,12.0,4.7,1
4269,85,1,18.38,4.8,1
4270,0,1,12.01,4.7,1
4271,116,1,16.2,4.6,1
4272,116,1,18.0,4.6,1
4273,103,1,13.59,4.7,1
4274,85,1,18.38,4.8,1
4275,16,1,38.0,4.7,3
4276,0,1,10.7,4.6,1
4277,174,1,7.99,4.7,1
4278,85,1,10.69,4.7,1
4279,116,1,11.01,4.8,1
4280,155,1,48.99,4.7,3
4281,85,1,28.5,4.5,1
4282,155,1,22.99,4.8,1
4283,103,1,23.45,4.7,1
4284,34,1,18.36,4.5,1
4285,40,1,11.47,4.6,1
4286,106,1,36.15,4.8,3
4287,117,1,17.77,4.8,1
4288,137,1,22.64,4.7,1
4289,116,1,11.92,4.7,1
4290,16,1,12.0,4.6,1
4291,165,1,13.0,4.7,1
4292,165,1,19.0,4.8,1
4293,0,1,6.21,4.7,1
4294,168,1,43.19,4.5,3
4295,155,1,25.49,4.7,1
4296,69,1,8.0,4.4,1
4297,116,1,20.33,4.6,1
4298,85,1,9.94,4.8,1
4299,106,1,17.53,4.8,1
4300,116,1,11.01,4.8,1
4301,148,1,33.46,4.6,3
4302,137,1,14.48,4.9,1
4303,116,1,11.01,4.7,1
4304,0,1,8.01,4.7,1
4305,33,1,8.14,4.6,1
4306,80,1,34.99,4.4,3
4307,116,1,11.01,4.8,1
4308,6,1,14.99,4.7,1
4309,148,1,30.99,4.6,3
4310,0,1,8.91,4.8,1
4311,165,1,7.0,4.6,1
4312,179,1,8.1,4.8,1
4313,106,1,22.53,4.7,1
4314,98,1,55.99,4.7,3
4315,98,1,30.99,4.8,3
4316,137,1,16.02,4.8,1
4317,116,1,18.0,4.7,1
4318,175,1,48.0,4.7,3
4319,137,1,12.95,4.6,1
4320,0,1,8.01,4.8,1
4321,116,1,11.01,4.8,1
4322,148,1,24.14,4.6,1
4323,104,1,46.95,4.8,3
4324,16,1,8.0,4.8,1
4325,116,1,36.31,4.4,3
4326,148,1,18.12,4.6,1
4327,175,1,48.0,4.7,3
4328,118,1,37.91,4.8,3
4329,56,1,16.45,4.6,1
4330,106,1,15.82,4.7,1
4331,124,1,49.99,4.4,3
4332,116,1,18.16,4.6,1
4333,190,1,16.0,4.8,1
4334,137,1,11.65,4.8,1
4335,180,1,9.11,4.7,1
4336,121,1,28.32,4.6,1
4337,165,1,11.0,4.8,1
4338,106,1,30.68,4.8,3
4339,17,1,29.33,4.7,3
4340,121,1,19.97,4.6,1
4341,148,1,40.31,4.6,3
4342,152,1,32.95,4.8,3
4343,0,1,8.01,4.8,1
4344,165,1,19.0,4.7,1
4345,0,1,6.21,4.7,1
4346,91,1,17.99,4.8,1
4347,98,1,30.99,4.7,3
4348,116,1,11.61,4.7,1
4349,98,1,55.99,4.8,3
4350,0,1,8.01,4.7,1
4351,190,1,14.4,4.8,1
4352,106,1,17.03,4.7,1
4353,148,1,40.31,4.6,3
4354,116,1,8.27,4.7,1
4355,0,1,12.01,4.7,1
4356,127,1,25.99,4.9,1
4357,168,1,43.19,4.6,3
4358,0,1,8.91,4.8,1
4359,0,1,10.7,4.6,1
4360,179,1,30.0,4.8,1
4361,26,1,34.99,4.8,3
4362,179,1,27.0,4.7,1
4363,106,1,11.56,4.7,1
4364,0,1,10.7,4.6,1
4365,104,1,28.95,4.8,1
4366,137,1,21.6,4.6,1
4367,16,1,12.0,4.7,1
4368,122,1,19.51,4.7,1
4369,22,1,15.96,4.8,1
4370,122,1,19.51,4.7,1
4371,165,1,45.0,4.7,3
4372,26,1,29.99,4.9,3
4373,118,1,24.35,4.8,1
4374,148,1,24.14,4.6,1
4375,0,1,5.36,4.8,1
4376,33,1,13.25,4.7,1
4377,155,1,15.99,4.7,1
4378,116,1,13.86,4.8,1
4379,0,1,7.11,4.8,1
4380,26,1,34.99,4.7,3
4381,81,1,22.5,4.8,1
4382,116,1,10.59,4.6,1
4383,0,1,8.91,4.8,1
4384,116,1,36.31,4.6,3
4385,116,1,15.9,4.6,1
4386,0,1,7.11,4.7,1
4387,168,1,15.0,4.6,1
4388,116,1,12.58,4.7,1
4389,165,1,14.0,4.7,1
4390,116,1,22.35,4.7,1
4391,38,1,23.39,4.7,1
4392,104,1,28.95,4.8,1
4393,109,1,13.97,4.7,1
4394,56,1,5.0,4.6,1
4395,183,1,7.93,4.7,1
4396,33,1,13.25,4.6,1
4397,165,1,10.0,4.7,1
4398,116,1,19.6,4.6,1
4399,175,1,68.0,4.8,3
4400,116,1,13.86,4.7,1
4401,123,1,24.85,4.7,1
4402,137,1,11.97,4.8,1
4403,165,1,10.0,4.7,1
4404,178,1,11.05,4.7,1
4405,116,1,18.0,4.7,1
4406,30,1,28.49,4.6,3
4407,175,1,30.0,4.8,1
4408,109,1,11.87,4.7,1
4409,148,1,17.99,4.7,1
4410,174,1,8.49,4.6,1
4411,106,1,19.47,4.7,1
4412,148,1,33.46,4.5,3
4413,106,1,30.43,4.7,3
4414,148,1,15.73,4.4,1
4415,155,1,13.49,4.7,1
4416,155,1,11.89,4.8,1
4417,106,1,26.79,4.7,1
4418,54,1,31.86,4.6,3
4419,165,1,19.0,4.6,1
4420,0,1,8.91,4.7,1
4421,106,1,18.25,4.8,1
4422,83,1,6.55,4.8,1
4423,1,1,12.99,4.7,1
4424,183,1,7.93,4.8,1
4425,198,1,9.76,4.7,1
4426,165,1,10.0,4.7,1
4427,68,1,8.5,4.7,1
4428,175,1,72.0,4.7,3
4429,148,1,12.58,4.7,1
4430,148,1,21.0,4.5,1
4431,116,1,16.2,4.7,1
4432,98,1,26.99,4.8,1
4433,165,1,10.0,4.7,1
4434,104,1,34.95,4.8,3
